client_id,business_name,owner_first_name,trade,trade_confidence,license_class,roc_number,phone,city,zip,also_holds,email,website
true-north-electric-llc,True North Electric LLC,Adam,electrical,high,CR-11,362542,(480) 688-4667,MESA,85212,,,
precision-turf-of-arizona-llc,"PRECISION TURF OF ARIZONA, LLC",Christopher,general,high,A,362536,(404) 550-0079,Sugar Hill,30518,,,
cima-del-valle-llc,Cima del Valle LLC,Jose,general,high,KB-1,362534,(480) 823-7189,PHOENIX,85009,,,
sean-craigs-plumbing-llc,"Sean Craig's Plumbing, LLC",Sean,plumbing,high,C-37,362532,(702) 275-7528,Las Vegas,89130,,,
dynamic-renovate-llc,DYNAMIC RENOVATE LLC,Brent,general,high,KB-2,362531,(623) 824-4296,Litchfield Park,85340,,,
seong-jeong,Seong Jeong,Seong,electrical,high,C-11,362530,(213) 725-3488,Brea,92821,,,
chandler-air-mechanical-llc,Chandler Air Mechanical LLC,Riley,hvac,high,CR-39,362527,(480) 489-6050,Chandler,85225,,,
cody-thomas-king,Cody Thomas King,Tate,awnings,high,C-3,362524,(956) 369-7220,McAllen,78541,,,
desert-home-automation-llc,Desert Home Automation LLC,Raymond,lowvoltage,high,CR-67,362520,(404) 386-3933,Cave Creek,85331,,,
7b-commercial-construction-llc,"7B COMMERCIAL CONSTRUCTION, LLC",Jonathan,general,high,B-1,362514,(806) 368-7843,Lubbock,79424,,,
icdc-development-llc,"ICDC Development, LLC",Isaac,general,high,B,362510,(480) 250-5185,Glendale,85308,,,
inland-commercial-flooring-inc,"Inland Commercial Flooring, Inc.",Donald,flooring,high,C-8,362506,(909) 920-0054,Upland,91784,C-48,,
jr7-llc,JR7 LLC,Justin,general,high,KB-2,362499,(480) 381-3721,Phoenix,85032,,,
canyon-kitchen-cabinets-llc,Canyon Kitchen Cabinets LLC,pamela,carpentry,high,CR-60,362496,(623) 376-9539,Glendale,85308,CR-61|CR-60,,
hueng-luei-process-industry-arizona-co,Hueng Luei Process Industry Arizona Co.,Wei-Hsuan,hvac,high,C-39,362495,(520) 829-2294,Tempe,85284,B-1,,
revel-energy-inc,"REVEL ENERGY, INC.",John,electrical,high,C-11,362494,(949) 281-7171,Irvine,92614,B-1,,
jm-electrical-consulting-llc,JM Electrical & Consulting LLC,Jon,electrical,high,CR-11,362492,(602) 363-6983,PHOENIX,85053,,,
arizona-crafted-homes-llc,"Arizona Crafted Homes, LLC",Benjamin,general,high,B,362489,(602) 717-8384,Mesa,85215,,,
peak-lumina-outdoor-lighting-llc,Peak Lumina Outdoor Lighting LLC,Kyle,lowvoltage,high,CR-67,362488,(480) 680-9722,Queen Creek,85142,,,
dovid-rosenbaum,Dovid Rosenbaum,Dovid,general,high,B-3,362486,(480) 960-8442,Phoenix,85014,B,,
hollands-custom-cabinets-inc,Holland's Custom Cabinets Inc,Jed,carpentry,medium,KB-1,362485,(619) 443-6081,El Cajon,92021,,,
strada-services-llc,"STRADA SERVICES, LLC",Andrew,electrical,high,CR-11,362482,(877) 906-1113,Sanford,32771,CR-39|CR-37,,
builders-vision-llc,Builders Vision LLC,James,general,high,KB-1,362480,(602) 538-0289,Phoenix,85013,,,
masterpiece-home-builders-llc,"MASTERPIECE HOME BUILDERS, LLC",Adam,general,high,B,362474,(480) 703-3098,TUCSON,85712,,,
wj-renovations-llc,"WJ Renovations, LLC",Loren,general,high,B-3,362470,(480) 567-6777,Cave Creek,85331,,,
bmf-home-remodeling-and-maintenance-llc,BMF HOME REMODELING AND MAINTENANCE LLC,Thalia,general,high,B,362466,(520) 360-0229,TUCSON,85746,,,
sawdust-studios-llc,Sawdust Studios LLC,Damon,general,high,B-3,362463,(602) 769-2522,Waddell,85355,,,
william-alexander-salkeld,William Alexander Salkeld,William,general,high,KB-1,362458,(602) 815-2606,Phoenix,85016,,,
apex-renovations-llc,Apex Renovations LLC,carlos,general,high,KB-1,362451,(480) 270-0899,Gilbert,85297,,,
pfm-homes-llc,PFM Homes LLC,Paulo,general,high,KB-2,362449,(520) 425-5878,Tucson,85718,,,
chamas-construction-llc,CHAMAS CONSTRUCTION LLC,Houssein,general,high,KB-1,362448,(520) 820-9936,TUCSON,85719,,,
ble-services-llc,BLE SERVICES LLC,John,electrical,high,CR-11,362438,(480) 516-3359,MESA,85215,,,
desert-services-international-inc,Desert Services International Inc,Daniel,electrical,high,C-11,362436,(623) 386-1254,Goodyear,85338,CR-14|CR-34|KB-2|KB-1|KA,,
brent-william-vance,Brent William Vance,Brent,general,high,B,362434,(760) 881-6169,Fort Mohave,86426,,,
ladder-y-llc,LADDER Y LLC,Li,general,high,KB-1,362431,(812) 369-8997,Azusa,91702,,,
crimar-holdings-ltd-lp,Crimar Holdings LTD LP,Denise,pools,high,C-6,362428,(520) 389-0479,Tucson,85714,,,
tranquility-plumbing-llc,Tranquility Plumbing LLC,Colby,plumbing,high,CR-37,362424,(480) 980-1997,SCOTTSDALE,85257,,,
flush-king-heating-and-air-llc,"FLUSH KING HEATING AND AIR, LLC",Bruce,hvac,high,CR-39,362421,(602) 644-1950,SCOTTSDALE,85250,,,
manzer-electric-llc,Manzer Electric LLC,Michael,electrical,high,R-11,362416,(480) 243-1864,Queen Creek,85142,,,
mcja-lath-stucco-llc,MCJA Lath & Stucco LLC,Carlos,carpentry,high,CR-61,362414,(520) 627-4647,TUCSON,85713,,,
trade-winds-heating-cooling-llc,Trade Winds Heating & Cooling LLC,Michael,hvac,high,CR-39,362412,(520) 208-5122,TUCSON,85747,,,
bi-tan,Bi Tan,Bi,general,high,B-1,362408,(626) 265-6973,Alhambra,91801,,,
cisco-eagle-inc,"CISCO-EAGLE, INC.",Eric,general,high,B-1,362407,(918) 622-9010,tulsa,74146,,,
cisco-landcare-llc,"Cisco Landcare, LLC",Francisco,landscaping,high,CR-21,362406,(480) 297-9137,El Mirage,85335,,,
paganelli-hvac-llc,Paganelli HVAC LLC,Michael,hvac,high,CR-39,362405,(480) 519-7724,San Tan Valley,85140,,,
spear-l-fencing-llc,Spear L Fencing LLC,Zachary,fencing,high,CR-14,362404,(575) 313-7483,Pima,85543,,,
peacework-painting-professionals-llc,Peacework Painting Professionals LLC,Daijah,painting,high,CR-34,362398,(602) 583-0133,Peoria,85345,,,
mountain-west-electrical-llc,"Mountain West Electrical, LLC",Nathan,electrical,high,CR-11,362396,(801) 592-3048,Lehi,84043,,,
guanda-liang,Guanda Liang,Guanda,general,high,B-1,362395,(626) 554-4892,Alhambra,91801,,,
kg-industrial-services-llc,K&G Industrial Services LLC,Ralph,general,high,B-1,362392,(801) 521-5200,Salt Lake City,84101,,,
summer-daze-pools-and-spas-llc,Summer Daze Pools and Spas LLC,Dustin,pools,high,B-5,362388,(602) 989-1997,Phoenix,85016,,,
j-s-excavation-llc,J & S Excavation LLC,Josh,septic,high,CR-41,362382,(928) 499-7232,Kingman,86413,,,
orange-construction-group-llc,Orange Construction Group LLC,Steven,general,high,KB-1,362381,(321) 693-0107,Merritt Island,32952,,,
alamos-industries-llc,Alamos Industries LLC,Cade,general,high,A,362379,(480) 293-3045,Tempe,85282,,,
heros-steel-llc,HEROS STEEL LLC,Cristian,steel,high,CR-17,362374,(623) 428-5353,MESA,85207,,,
paragon-av-llc,Paragon AV LLC,Travis,lowvoltage,high,CR-67,362371,(480) 528-0375,APACHE JCT,85120,,,
cabinets-r-e-custom-llc,Cabinets R-E Custom LLC,Esmeralda,carpentry,high,CR-60,362370,(623) 522-0792,PHOENIX,85051,,,
belicos-mora-llc,Belico's Mora LLC,Refugio,glass,high,CR-65,362368,(623) 231-1071,Avondale,85392,,,
ac-near-me-heating-cooling-llc,AC Near Me Heating & Cooling LLC,MELIA,hvac,high,CR-39,362366,(480) 217-7791,SAN TAN VALLEY,85143,,,
weldstrong-llc,WeldStrong  LLC,Benjamin,welding,high,CR-24,362362,(480) 401-2471,Mesa,85203,,,
handyman-val-llc,Handyman Val LLC,Valerii,handyman,high,R-62,362361,(480) 616-3990,Phoenix,85040,,,
the-water-guy-plumbing-llc,The Water Guy Plumbing LLC,Travis,plumbing,high,CR-37,362358,(480) 789-2370,MESA,85205,,,
desert-standard-pool-service-llc,Desert Standard Pool Service LLC,James,pools,high,CR-6,362357,(602) 291-6545,TEMPE,85283,,,
dust-born-hardscapes-llc,Dust Born Hardscapes LLC,Connor,landscaping,high,CR-21,362354,(623) 258-1800,SURPRISE,85387,,,
rogue-welding-services-llc,ROGUE WELDING SERVICES LLC,Cody,steel,high,CR-17,362352,(602) 752-4133,BUCKEYE,85326,,,
gw-contracting-llc,GW Contracting LLC,George,handyman,high,R-62,362350,(623) 363-4931,Great Falls,59405,R-13|CR-36,,
brix-paving-national-inc,Brix Paving National Inc,Justin,asphalt,high,CR-69,362348,(503) 570-9355,Tualatin,97062,C-9,,
wilson-industrial-services-inc,"WILSON INDUSTRIAL SERVICES, INC",Ryder,carpentry,high,CR-60,362344,(714) 278-3434,Tempe,85281,C-11,,
western-hydro-engineering-llc,Western Hydro Engineering LLC,Steven,welldrilling,high,A-4,362343,(520) 656-7595,Cochise,85606,CR-53,,
nevarez-pool-plastering-llc,Nevarez Pool Plastering LLC,SOLANGEL,masonry,medium,CR-36,362341,(623) 296-8587,Avondale,85323,,,
montes-power-solutions-llc,Montes Power Solutions LLC,Armando,electrical,high,CR-11,362339,(602) 828-6011,Maricopa,85138,,,
straightedge-fire-protection-services-llc,Straightedge Fire Protection Services LLC,Bryan,fireprotection,high,CR-16,362336,(888) 409-6658,Bonita,91902,,,
bloom-boulder-outdoor-living-llc,"Bloom & Boulder Outdoor Living, LLC",Amanda,landscaping,high,CR-21,362333,(480) 910-2115,Phoenix,85048,,,
gracee-construction-llc,Gracee Construction LLC,Jesus,general,high,KB-1,362331,(915) 449-3637,TOLLESON,85353,,,
arizona-mighty-plumbing-llc,Arizona Mighty Plumbing LLC,Emanuel,plumbing,high,CR-37,362330,(520) 987-2702,Rio Rico,85648,,,
desert-canyon-drywall-llc,Desert Canyon Drywall LLC,Roberto,sheetrock,high,CR-10,362326,(480) 393-9468,PHOENIX,85019,,,
bk-contracting-llc,B&K Contracting LLC,Kirk,excavating,high,CR-2,362323,(480) 798-9506,Queen Creek,85142,,,
matrix-solutions-az-llc,Matrix Solutions AZ LLC,Michael,sheetrock,high,C-10,362322,(602) 400-1300,Phoenix,85085,,,
glass-warriors-llc,Glass Warriors LLC,Pedro,glass,high,CR-65,362320,(520) 528-4773,Tucson,85746,,,
sonoran-valley-restoration-llc,Sonoran Valley Restoration LLC,Carlos,general,high,KB-2,362317,(240) 643-3485,Tucson,85747,,,
quick-start-painting-drywall-llc,QUICK START PAINTING & DRYWALL LLC,Pamela,sheetrock,high,CR-10,362314,(602) 472-8834,PHOENIX,85042,CR-34,,
alpine-plumbing-and-rooter-az-inc,ALPINE PLUMBING AND ROOTER AZ INC,Vincent,plumbing,high,CR-37,362311,(626) 513-1852,Le Verne,91750,,,
four-seasons-contracting-of-mn-inc,"Four Seasons Contracting of MN, Inc.",Jesse,general,high,B,362310,(320) 493-6313,St Cloud,56303,,,
noble-general-contractor-llc,Noble General Contractor LLC,Robert,electrical,medium,KB-1,362306,(928) 800-2964,Prescott Valley,86314,CR-11,,
v-v-construction-and-electrical-inc,V & V  CONSTRUCTION AND ELECTRICAL INC,Vladimir,electrical,high,CR-11,362302,(650) 346-6861,Belmont,94002,KB-1,,
jorge-becerril-molina,Jorge Becerril Molina,Jorge,hvac,high,CR-39,362301,(909) 770-0447,Fullerton,92836,,,
l-f-construction-llc,L & F CONSTRUCTION LLC,Fredy,excavating,high,R-2,362299,(480) 709-3516,Mesa,85213,R-57,,
reno-plumbing-llc,Reno Plumbing LLC,Christian,plumbing,high,CR-37,362298,(520) 347-9995,Tucson,85713,,,
jiiie-builders-llc,JIIIE Builders LLC,James,general,high,B,362291,(928) 237-6680,Chino Valley,86323,,,
green-valley-screens-more-llc,Green Valley Screens & More LLC,Lincoln,awnings,high,R-3,362287,(520) 332-2471,Green Valley,85614,,,
gonzalez-concrete-construction-llc,Gonzalez Concrete Construction LLC,Anast,concrete,high,CR-9,362285,(520) 354-0627,Rio Rico,85648,,,
shower-glass-installation-llc,Shower Glass Installation LLC,Michael,glass,high,CR-65,362283,(602) 292-3263,TEMPE,85288,,,
redline-repairs-llc,Redline Repairs LLC,Kyle,handyman,high,R-62,362279,(520) 975-2715,Tucson,85748,,,
altitude-roofing-az-llc,Altitude Roofing AZ LLC,German,roofing,high,CR-42,362275,(602) 727-6696,Phoenix,85008,,,
yellow-bell-landscaping-llc,Yellow Bell Landscaping LLC,Ricardo,landscaping,high,CR-21,362273,(480) 334-8117,Mesa,85204,,,
az-low-volt-specialist-llc,AZ Low Volt Specialist LLC,Keith,electrical,high,CR-11,362268,(480) 799-4440,Mesa,85206,,,
singular-desert-innovations-inc,"SINGULAR DESERT INNOVATIONS, INC.",Michael,general,high,A,362263,(415) 640-7773,San Francisco,94104,B-1,,
sapper-restoration-llc,SAPPER RESTORATION LLC,Jesus,general,high,KB-2,362261,(480) 404-4343,QUEEN CREEK,85142,,,
lc-builders-llc,LC BUILDERS LLC,Martin,fencing,high,CR-14,362260,(520) 982-8517,TUCSON,85756,,,
grand-canyon-roofing-llc,Grand Canyon Roofing LLC,Casey,roofing,high,CR-42,362259,(928) 612-3004,PRESCOTT VALLEY,86314,,,
the-paper-haus-llc,The Paper Haus LLC,Pamela,painting,high,CR-34,362256,(480) 773-3737,Phoenix,85016,,,
amalayon-llc,AMALAYON LLC,He,electrical,medium,B-1,362255,(602) 662-8985,Tolleson,85353,C-11,,
altiora-llc,Altiora LLC,Carlos,fencing,high,R-14,362244,(786) 315-8464,Phoenix,85016,,,
bettr-electric-llc,BETTR Electric LLC,Markus,electrical,high,CR-11,362243,(701) 651-6155,Queen Creek,85142,,,
sure-flow-plumbing-inc,Sure Flow Plumbing Inc,Anthony,plumbing,high,C-37,362239,(818) 635-7957,Simi Valley,93065,,,
dog-contracting-az-llc,"DOG CONTRACTING AZ, LLC",Irwin,pools,high,CR-6,362236,(602) 693-5987,Phoenix,85017,KA-5,,
jgs-landscaping-llc,JG'S LANDSCAPING LLC,Jesus,landscaping,high,CR-21,362235,(480) 265-1511,San Tan Valley,85143,CR-3,,
az-solar-services-llc,AZ SOLAR SERVICES LLC,Miguel,electrical,high,CR-11,362234,(623) 252-7036,SURPRISE,85379,,,
telamon-technologies-corp,TELAMON TECHNOLOGIES CORP,Kurt,general,high,B-1,362232,(317) 818-6888,CARMEL,46032,,,
day-mgmt-corporation-fn,Day MGMT Corporation (FN),adrian,lowvoltage,high,C-67,362229,(503) 659-1240,Milwaukie,97226,C-11,,
royal-blueprint-construction-llc,ROYAL BLUEPRINT CONSTRUCTION LLC,Pablo,general,high,KB-2,362228,(480) 437-0035,WADDELL,85355,,,
mpa-contracting-llc,M.P.A. Contracting LLC,GEREMY,general,high,KB-1,362224,(951) 255-6070,MESA,85201,,,
gt-construction-llc,GT CONSTRUCTION LLC,CESAR,electrical,medium,KB-1,362220,(602) 510-2460,PHOENIX,85015,R-11,,
intellitech-mechanical-llc,"IntelliTech Mechanical, LLC",Bradley,hvac,high,CR-39,362216,(480) 793-1949,Phoenix,85027,,,
lux-built-construction-restoration-llc,Lux Built Construction & Restoration LLC,James,roofing,high,CR-42,362215,(480) 798-0763,Maricopa,85138,KB-2,,
jones-media-inc,JONES MEDIA INC,Jared,signs,high,C-38,362206,(702) 645-0092,Phoenix,85016,,,
walsh-reclamation-inc,Walsh Reclamation Inc,CRAIG,excavating,high,A-5,362204,(775) 778-0303,Elko,89801,,,
ochoa-electrical-llc,Ochoa Electrical LLC,Marvin,electrical,high,R-11,362203,(602) 545-8660,Phoenix,85029,C-11,,
sasquatch-electric-llc,SASQUATCH ELECTRIC LLC,Jeffrey,electrical,high,CR-11,362201,(480) 326-3716,San Tan Valley,85140,,,
green-tanner-industrial-construction-llc,Green Tanner Industrial Construction LLC,Maurice,electrical,medium,A,362199,(909) 964-9172,Chandler,85248,KB-1|CR-11|A-17,,
frontier-electric-of-washington-inc,"Frontier Electric of Washington, Inc.",Larry,electrical,high,C-11,362197,(360) 892-4342,Vancouver,98662,,,
john-mahany-plumbing-inc,"John Mahany Plumbing, Inc",Morris,plumbing,high,C-37,362196,(760) 365-5625,Phoenix,85016,,,
smithey-enterprises-llc,SMITHEY ENTERPRISES LLC,Larry,septic,high,CR-41,362195,(970) 978-6091,Wickenburg,85390,,,
big-dipper-pools-llc,Big Dipper Pools LLC,Jesse,pools,high,CR-6,362194,(602) 586-0204,Surprise,85379,,,
prep-paint-llc,PREP & PAINT LLC,Eder,painting,high,CR-34,362193,(623) 210-5035,GLENDALE,85301,,,
480coatings-llc,480COATINGS LLC,Patrick,handyman,high,R-62,362192,(480) 299-3859,QUEEN CREEK,85142,,,
the-improvement-guys-llc,THE IMPROVEMENT GUYS LLC,Mark,handyman,high,R-62,362188,(480) 217-8310,Phoenix,85041,,,
pro-audio-video-inc,"Pro Audio Video, Inc",Roderick,lowvoltage,high,C-67,362187,(305) 875-8000,Miami,33161,,,
am-global-ventures-llc,"AM Global Ventures, LLC",Lawrence,general,high,KB-2,362186,(602) 292-4059,PHOENIX,85051,,,
western-river-customs-llc,Western River Customs LLC,Steven,electrical,medium,KB-1,362182,(928) 499-0859,New river,85087,CR-11,,
reddens-mobile-welding-fabrication-llc,Reddens Mobile Welding & Fabrication LLC,Jeffrey,fencing,high,R-14,362181,(520) 510-4075,Casa Grande,85122,,,
az-service-pros-llc,AZ Service Pros LLC,Alan,electrical,high,R-11,362180,(602) 390-0948,Phoenix,85028,C-11,,
sonoran-bloom-contracting-llc,Sonoran Bloom Contracting LLC,Michael,excavating,high,CR-2,362179,(623) 287-5867,New River,85087,CR-9,,
josephson-custom-builders-llc,"JOSEPHSON CUSTOM BUILDERS, LLC",Nicholas,general,high,KB-2,362178,(520) 850-2805,TUCSON,85750,,,
daltco-llc,DALTCO LLC,Patrick,general,high,B,362177,(520) 965-2167,Hereford,85615,,,
ronnies-handyman-and-home-service-llc,RONNIE'S HANDYMAN AND HOME SERVICE LLC,Justin,general,high,B-3,362176,(520) 297-8724,Tucson,85704,,,
southwest-plastering-lhc-llc,Southwest Plastering LHC LLC,Arturo,masonry,medium,CR-36,362175,(928) 412-1254,Lake Havasu City,86404,,,
miller-flooring-installations-inc,"Miller Flooring Installations, INC",Sean,flooring,high,CR-8,362174,(909) 486-4245,Big Bear City,92314,,,
tjm-site-services-llc,TJM Site Services LLC,Tanner,excavating,high,CR-2,362173,(928) 978-4502,Gilbert,85234,,,
stoneco-llc,StoneCo LLC,Isaac,landscaping,high,CR-21,362170,(520) 668-8045,tucson,85730,,,
sapper-electric-llc,Sapper Electric LLC,Jesus,electrical,high,CR-11,362169,(928) 430-9904,SAN LUIS,85349,,,
ces-partners-llc,CES PARTNERS LLC,Gary,general,high,A,362168,(361) 537-5013,Conroe,77304,,,
az-builder-solutions-llc,AZ Builder Solutions LLC,Finias,flooring,high,CR-8,362165,(623) 336-1707,Phoenix,85027,KB-1,,
oxygen-landscape-llc,"Oxygen Landscape, LLC",Ruben,landscaping,high,CR-21,362164,(480) 415-8120,Phoenix,85016,,,
baldwin-pools-service-and-repair-llc,BALDWIN POOLS SERVICE AND REPAIR LLC,Cale,pools,high,CR-6,362163,(602) 885-4110,VAIL,85641,,,
flo-rite-plumbing-llc,Flo-Rite Plumbing LLC,Jeffrey,plumbing,high,R-37R,362161,(602) 879-9455,Phoenix,85007,,,
chengjun-huang,Chengjun Huang,Chengjun,hvac,high,C-58,362160,(626) 554-4892,Alhambra,91801,,,
ehl-underground-solutions-llc,EHL UNDERGROUND SOLUTIONS LLC,Haralabos,excavating,high,CR-2,362159,(321) 285-5022,Orlando,32808,,,
sunset-state-pools-llc,Sunset State Pools LLC,Joseph,pools,high,B-5,362158,(520) 820-7295,Marana,85653,,,
francis-energy-charging-llc,"Francis Energy Charging, LLC",Michael,general,high,B-1,362157,(800) 489-1588,Tulsa,74103,,,
alaskan-air-conditioning-heating-inc,Alaskan Air Conditioning & Heating Inc,Ronald,insulation,high,R-40,362155,(480) 446-7788,Tempe,85282,CR-39,,
lu-song-zhao,Lu Song Zhao,Lu,general,high,B-1,362154,(626) 990-8989,Alhambra,91801,,,
jinlei-shen,Jinlei Shen,Jinlei,steel,medium,B-1,362153,(626) 554-3750,Alhambra,91801,A-11,,
city-plumbing-rooter-az-llc,"City Plumbing & Rooter AZ, LLC",Paul,plumbing,high,CR-37,362148,(833) 747-3973,Prescott Valley,86314,,,
priorityone-roofing-llc,PriorityOne Roofing LLC,Michael,roofing,high,CR-42,362145,(928) 830-2963,PRESCOTT VALLEY,86314,,,
primoris-renewable-energy-inc,PRIMORIS RENEWABLE ENERGY INC,Hiteshkumar,electrical,medium,A,362143,(720) 610-7369,Aurora,80011,C-11|A|C-11,,
paredes-ac-llc,PAREDES A/C LLC,JESUS,hvac,high,CR-39,362142,(480) 363-3194,SCOTTSDALE,85257,,,
unity-works-lighting-llc,Unity Works Lighting LLC,Andrew,electrical,high,C-11,362136,(770) 575-2202,Alpharetta,30005,,,
siri-air-llc,Siri Air LLC,Matthew,hvac,high,CR-39,362132,(480) 680-8003,PHOENIX,85043,,,
pennington-premier-services-llc,Pennington Premier Services LLC,Jess,electrical,high,CR-11,362131,(480) 388-6781,Gilbert,85234,CR-37,,
assurance-plumbing-of-arizona-llc,Assurance Plumbing of Arizona LLC,David,plumbing,high,CR-37,362130,(503) 593-8475,PEORIA,85383,,,
lincoln-brayer,Lincoln Brayer,Lincoln,handyman,high,R-62,362129,(520) 548-8156,Sahuarita,85629,,,
premier-az-home-services-llc,"PREMIER AZ HOME SERVICES, LLC",Jorge,hvac,high,CR-39,362128,(602) 418-7569,PHOENIX,85032,,,
clean-slate-demolition-and-remodeling-llc,Clean Slate Demolition and Remodeling LLC,Douglas,general,high,B,362127,(480) 729-2710,Mesa,85208,,,
vital-home-solutions-llc,VITAL HOME SOLUTIONS LLC,James,hvac,high,CR-39,362126,(602) 451-4425,Mesa,85209,,,
prime-builds-llc,PRIME BUILDS LLC,Alejandro,general,high,KB-2,362125,(520) 907-2580,Tucson,85706,,,
brad-harold-lindsay,Brad Harold Lindsay,Brad,hvac,high,R-39,362123,(602) 300-9332,Phoenix,85022,R-39,,
klimate-king-ac-ductless-llc,"Klimate King Ac & Ductless, LLC",Jose,hvac,high,CR-39,362119,(602) 721-9066,LITCHFIELD PARK,85340,,,
do-it-all-contracting-llc,Do IT All Contracting LLC,Gerardo,general,high,KB-1,362116,(520) 632-9760,BUCKEYE,85396,,,
east-valley-firefly-lights-llc,East Valley Firefly Lights LLC,Amadeo,electrical,high,CR-11,362115,(480) 567-5192,Mesa,85209,,,
systemcom-us-inc,SYSTEMCOM US INC.,Raymond,electrical,medium,KB-1,362113,(623) 688-8088,Phoenix,85016,CR-11,,
pegasus-contracting-llc,Pegasus Contracting LLC,Glenn,electrical,high,CR-11,362112,(623) 764-0961,Surprise,85387,,,
bakers-dozen-roofing-llc,Baker's Dozen Roofing LLC,Benjamin,roofing,high,R-42,362110,(520) 820-2739,Tucson,85749,,,
slaten-construction-inc,Slaten Construction Inc.,Karen,general,high,B-1,362108,(630) 330-3772,Geneva,60134,,,
jps-az-pool-investors-1-llc,JPS AZ Pool Investors 1 LLC,Daniel,pools,high,CR-6,362102,(612) 501-1743,KRUM,76249,,,
southwest-sawcutting-milling-llc,Southwest SawCutting & Milling LLC,Andrew,signs,high,C-38,362100,(602) 788-2222,Phoenix,85024,CR-69|A,,
xiaquan-cai,Xiaquan Cai,Xiaquan,general,high,B-1,362097,(626) 554-4892,Alhambra,91801,,,
desert-sun-protection-inc,"DESERT SUN PROTECTION, INC.",Ronald,carpentry,high,R-61,362095,(602) 743-6749,SAN TAN VALLEY,85140,,,
tradehouse-air-conditioning-heating-llc,"TRADEHOUSE AIR CONDITIONING & HEATING, LLC",Thomas,hvac,high,CR-39,362089,(623) 745-5625,PEORIA,85383,,,
